id,year,state_name,state_code,district_name,district_code,block_name,block_code,village_name,village_code,nutrient_type,nutrient_name,nutrient_level,value
399,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Iron,Sufficient,10
400,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Manganese,Deficient,0
401,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Manganese,Sufficient,10
402,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Sulphur,Deficient,10
403,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Sulphur,Sufficient,0
404,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Zinc,Deficient,8
405,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Tapoiming,645024,Micro,Zinc,Sufficient,2
406,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Electrical Conductivity,Non Saline,10
407,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Electrical Conductivity,Saline,0
408,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Nitrogen,High,0
409,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Nitrogen,Low,8
410,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Nitrogen,Medium,2
411,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Organic Carbon,High,0
412,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Organic Carbon,Low,10
413,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Organic Carbon,Medium,0
414,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Phosphorus,High,0
415,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Phosphorus,Low,9
416,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Phosphorus,Medium,1
417,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Potassium,High,0
418,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Potassium,Low,9
419,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Potassium,Medium,1
420,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Soil Ph,Acidic,0
421,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Soil Ph,Alkaline,0
422,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Macro,Soil Ph,Neutral,10
423,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Boron,Deficient,0
424,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Boron,Sufficient,10
425,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Copper,Deficient,0
426,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Copper,Sufficient,10
427,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Iron,Deficient,0
428,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Iron,Sufficient,10
429,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Manganese,Deficient,0
430,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Manganese,Sufficient,10
431,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Sulphur,Deficient,10
432,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Sulphur,Sufficient,0
433,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Zinc,Deficient,1
434,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Teetop,645013,Micro,Zinc,Sufficient,9
435,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Electrical Conductivity,Non Saline,14
436,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Electrical Conductivity,Saline,1
437,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Nitrogen,High,1
438,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Nitrogen,Low,13
439,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Nitrogen,Medium,1
440,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Organic Carbon,High,1
441,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Organic Carbon,Low,14
442,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Organic Carbon,Medium,0
443,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Phosphorus,High,0
444,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Phosphorus,Low,11
445,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Phosphorus,Medium,4
446,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Potassium,High,0
447,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Potassium,Low,15
448,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Potassium,Medium,0
449,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Soil Ph,Acidic,0
450,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Soil Ph,Alkaline,0
451,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Macro,Soil Ph,Neutral,15
452,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Boron,Deficient,0
453,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Boron,Sufficient,15
454,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Copper,Deficient,1
455,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Copper,Sufficient,14
456,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Iron,Deficient,0
457,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Iron,Sufficient,15
458,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Manganese,Deficient,0
459,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Manganese,Sufficient,15
460,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Sulphur,Deficient,15
461,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Sulphur,Sufficient,0
462,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Zinc,Deficient,4
463,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Berainak/Badnak,645129,Micro,Zinc,Sufficient,11
464,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Electrical Conductivity,Non Saline,1
465,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Electrical Conductivity,Saline,0
466,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Nitrogen,High,0
467,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Nitrogen,Low,1
468,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Nitrogen,Medium,0
469,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Organic Carbon,High,0
470,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Organic Carbon,Low,1
471,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Organic Carbon,Medium,0
472,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Phosphorus,High,0
473,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Phosphorus,Low,1
474,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Phosphorus,Medium,0
475,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Potassium,High,0
476,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Potassium,Low,0
477,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Potassium,Medium,1
478,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Soil Ph,Acidic,0
479,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Soil Ph,Alkaline,0
480,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Macro,Soil Ph,Neutral,1
481,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Boron,Deficient,0
482,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Boron,Sufficient,1
483,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Copper,Deficient,0
484,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Copper,Sufficient,1
485,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Iron,Deficient,0
486,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Iron,Sufficient,1
487,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Manganese,Deficient,0
488,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Manganese,Sufficient,1
489,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Sulphur,Deficient,1
490,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Sulphur,Sufficient,0
491,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Zinc,Deficient,0
492,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Champin,645096,Micro,Zinc,Sufficient,1
493,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Electrical Conductivity,Non Saline,1
494,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Electrical Conductivity,Saline,1
495,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Nitrogen,High,0
496,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Nitrogen,Low,2
497,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Nitrogen,Medium,0
498,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Organic Carbon,High,0
499,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Organic Carbon,Low,2
500,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Organic Carbon,Medium,0
501,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Phosphorus,High,0
502,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Phosphorus,Low,2
503,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Phosphorus,Medium,0
504,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Potassium,High,0
505,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Potassium,Low,2
506,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Potassium,Medium,0
507,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Soil Ph,Acidic,0
508,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Soil Ph,Alkaline,0
509,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Macro,Soil Ph,Neutral,2
510,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Boron,Deficient,0
511,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Boron,Sufficient,2
512,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Copper,Deficient,0
513,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Copper,Sufficient,2
514,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Iron,Deficient,0
515,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Iron,Sufficient,2
516,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Manganese,Deficient,0
517,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Manganese,Sufficient,2
518,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Sulphur,Deficient,2
519,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Sulphur,Sufficient,0
520,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Zinc,Deficient,0
521,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Hindra*,645087,Micro,Zinc,Sufficient,2
522,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Electrical Conductivity,Non Saline,2
523,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Electrical Conductivity,Saline,0
524,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Nitrogen,High,0
525,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Nitrogen,Low,2
526,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Nitrogen,Medium,0
527,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Organic Carbon,High,0
528,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Organic Carbon,Low,2
529,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Organic Carbon,Medium,0
530,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Phosphorus,High,0
531,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Phosphorus,Low,2
532,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Phosphorus,Medium,0
533,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Potassium,High,0
534,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Potassium,Low,2
535,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Potassium,Medium,0
536,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Soil Ph,Acidic,0
537,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Soil Ph,Alkaline,0
538,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Macro,Soil Ph,Neutral,2
539,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Boron,Deficient,0
540,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Boron,Sufficient,2
541,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Copper,Deficient,0
542,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Copper,Sufficient,2
543,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Iron,Deficient,0
544,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Iron,Sufficient,2
545,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Manganese,Deficient,0
546,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Manganese,Sufficient,2
547,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Sulphur,Deficient,2
548,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Sulphur,Sufficient,0
549,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Zinc,Deficient,0
550,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Japan Tikri,645082,Micro,Zinc,Sufficient,2
551,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Electrical Conductivity,Non Saline,3
552,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Electrical Conductivity,Saline,1
553,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Nitrogen,High,0
554,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Nitrogen,Low,4
555,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Nitrogen,Medium,0
556,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Organic Carbon,High,0
557,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Organic Carbon,Low,4
558,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Organic Carbon,Medium,0
559,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Phosphorus,High,0
560,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Phosphorus,Low,4
561,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Phosphorus,Medium,0
562,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Potassium,High,0
563,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Potassium,Low,4
564,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Potassium,Medium,0
565,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Soil Ph,Acidic,1
566,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Soil Ph,Alkaline,0
567,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Macro,Soil Ph,Neutral,3
568,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Boron,Deficient,0
569,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Boron,Sufficient,4
570,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Copper,Deficient,0
571,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Copper,Sufficient,4
572,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Iron,Deficient,0
573,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Iron,Sufficient,4
574,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Manganese,Deficient,0
575,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Manganese,Sufficient,4
576,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Sulphur,Deficient,4
577,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Sulphur,Sufficient,0
578,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Zinc,Deficient,2
579,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kapanga*,645077,Micro,Zinc,Sufficient,2
580,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Electrical Conductivity,Non Saline,14
581,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Electrical Conductivity,Saline,2
582,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Nitrogen,High,0
583,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Nitrogen,Low,16
584,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Nitrogen,Medium,0
585,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Organic Carbon,High,0
586,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Organic Carbon,Low,16
587,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Organic Carbon,Medium,0
588,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Phosphorus,High,0
589,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Phosphorus,Low,16
590,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Phosphorus,Medium,0
591,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Potassium,High,0
592,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Potassium,Low,16
593,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Potassium,Medium,0
594,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Soil Ph,Acidic,0
595,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Soil Ph,Alkaline,0
596,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Macro,Soil Ph,Neutral,16
597,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Boron,Deficient,0
598,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Boron,Sufficient,16
599,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Copper,Deficient,0
600,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Copper,Sufficient,16
601,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Iron,Deficient,0
602,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Iron,Sufficient,16
603,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Manganese,Deficient,0
604,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Nancowrie,6500,Kupinga*,645078,Micro,Manganese,Sufficient,16
